trade_id,candidate_id,family,asset,symbol,strategy_version,status,opened_at,open_close_time,entry_price,stop_loss,target,target_mode,quantity,notional,risk_dollars,entry_fee,entry_slippage_bps,planned_reward_r,entry_rsi,entry_ma20,entry_bb_lower,entry_ma200,entry_atr,event,timestamp,closed_at,exit_reason,exit_price,gross_pnl,exit_fee,fees,slippage_bps,net_pnl,r_multiple,equity_after,holding_hours,side
SLAB-MR_DEEP_VALUE_V1-ETH-1783915200,MR_DEEP_VALUE_V1,Mean Reversion,ETH,ETHUSDT,strategy-lab-v1.0.0:MR_DEEP_VALUE_V1,OPEN,2026-07-13T04:00:00+00:00,1783915200,1777.815492,1756.2626348571428,1808.234,FROZEN_MA20,4.639756081394568,8248.630240604476,100.0,8.248630240604477,2.0,1.411344574799492,28.30567593277665,1808.234,1782.7479784195352,1776.9604499999998,14.368571428571434,ENTRY,2026-07-14T09:00:59.543583+00:00,,,,,,,,,,,,
SLAB-MR_DEEP_VALUE_V1-ETH-1783915200,MR_DEEP_VALUE_V1,Mean Reversion,ETH,ETHUSDT,strategy-lab-v1.0.0:MR_DEEP_VALUE_V1,CLOSED,2026-07-13T04:00:00+00:00,1783915200,1777.815492,1756.2626348571428,1808.234,FROZEN_MA20,4.639756081394568,8248.630240604476,100.0,8.248630240604477,2.0,1.411344574799492,28.30567593277665,1808.234,1782.7479784195352,1776.9604499999998,14.368571428571434,EXIT,2026-07-14T09:00:59.543583+00:00,2026-07-13T17:00:00+00:00,SL,1755.9113823301714,-101.62972604812073,8.147000514556353,16.39563075516083,2.0,-118.02535680328157,-1.1802535680328157,9881.974643196718,0.013,
SLAB-MR_DEEP_VALUE_V1-ETH-1783915200000,MR_DEEP_VALUE_V1,Mean Reversion,ETH,ETHUSDT,strategy-lab-v1.0.0:MR_DEEP_VALUE_V1,OPEN,2026-07-13T04:00:00+00:00,1783915200000,1777.815492,1756.2626348571428,1808.234,FROZEN_MA20,4.584995194695888,8151.275487875906,98.81974643196718,8.151275487875907,2.0,1.411344574799492,28.30567593277665,1808.234,1782.7479784195352,1776.9604499999998,14.368571428571434,ENTRY,2026-07-14T16:57:31.170205+00:00,,,,,,,,,,,,
SLAB-MR_DEEP_VALUE_V1-ETH-1783915200000,MR_DEEP_VALUE_V1,Mean Reversion,ETH,ETHUSDT,strategy-lab-v1.0.0:MR_DEEP_VALUE_V1,CLOSED,2026-07-13T04:00:00+00:00,1783915200000,1777.815492,1756.2626348571428,1808.234,FROZEN_MA20,4.584995194695888,8151.275487875906,98.81974643196718,8.151275487875907,2.0,1.411344574799492,28.30567593277665,1808.234,1782.7479784195352,1776.9604499999998,14.368571428571434,EXIT,2026-07-14T16:57:31.170205+00:00,2026-07-13T17:00:00+00:00,SL,1755.9113823301714,-100.43023758025579,8.05084525029565,16.20212073817156,2.0,-116.63235831842735,-1.1802535680328154,9765.34228487829,13.0,
SLAB-MR_DEEP_VALUE_V1-ETH-1784188800000,MR_DEEP_VALUE_V1,Mean Reversion,ETH,ETHUSDT,strategy-lab-v1.0.0:MR_DEEP_VALUE_V1,OPEN,2026-07-16T08:00:00+00:00,1784188800000,1885.346994,1865.1109225714285,1919.538,FROZEN_MA20,4.82571052358045,9098.138829546568,97.65342284878291,9.098138829546567,2.0,1.6896069042198327,24.980216301767356,1919.538,1900.6997191867654,1804.0460999999998,13.49071428571431,ENTRY,2026-07-16T17:48:25.930226+00:00,,,,,,,,,,,,
SLAB-MR_DEEP_VALUE_V1-ETH-1784188800000,MR_DEEP_VALUE_V1,Mean Reversion,ETH,ETHUSDT,strategy-lab-v1.0.0:MR_DEEP_VALUE_V1,CLOSED,2026-07-16T08:00:00+00:00,1784188800000,1885.346994,1865.1109225714285,1919.538,FROZEN_MA20,4.82571052358045,9098.138829546568,97.65342284878291,9.098138829546567,2.0,1.6896069042198327,24.980216301767356,1919.538,1900.6997191867654,1804.0460999999998,13.49071428571431,EXIT,2026-07-16T17:48:25.930226+00:00,2026-07-16T17:00:00+00:00,SL,1864.7379003869144,-99.45351993012198,8.998685309616445,18.09682413916301,2.0,-117.55034406928499,-1.2037503718770064,9647.791940809006,9.0,
SLAB-MR_DEEP_VALUE_V1-ETH-1784264400000,MR_DEEP_VALUE_V1,Mean Reversion,ETH,ETHUSDT,strategy-lab-v1.0.0:MR_DEEP_VALUE_V1,OPEN,2026-07-17T05:00:00+00:00,1784264400000,1822.584444,1802.3215868571428,1866.932,FROZEN_MA20,4.761318639711136,8677.905285664758,96.47791940809006,8.677905285664758,2.0,2.1886131697687414,19.888013272500956,1866.932,1835.4276462691237,1817.34215,13.508571428571438,ENTRY,2026-07-17T07:34:26.835727+00:00,,,,,,,,,,,,
SLAB-MR_DEEP_VALUE_V1-ETH-1784264400000,MR_DEEP_VALUE_V1,Mean Reversion,ETH,ETHUSDT,strategy-lab-v1.0.0:MR_DEEP_VALUE_V1,CLOSED,2026-07-17T05:00:00+00:00,1784264400000,1822.584444,1802.3215868571428,1866.932,FROZEN_MA20,4.761318639711136,8677.905285664758,96.47791940809006,8.677905285664758,2.0,2.1886131697687414,19.888013272500956,1866.932,1835.4276462691237,1817.34215,13.508571428571438,EXIT,2026-07-17T13:56:59.935280+00:00,2026-07-17T13:00:00+00:00,SL,1801.9611225397714,-98.19420488134149,8.579711080783417,17.257616366448175,2.0,-115.45182124778967,-1.1966657444118614,9532.340119561217,8.0,
SLAB-MR_DEEP_VALUE_V1-COPPER_FUT-1784221200000,MR_DEEP_VALUE_V1,Mean Reversion,COPPER_FUT,HG=F,strategy-lab-v1.0.0:MR_DEEP_VALUE_V1,OPEN,2026-07-16T17:00:00+00:00,1784221200000,6.314262802219391,6.267655512223925,6.375724983215332,FROZEN_MA20,1583.7161539245903,10000.0,73.81271805646699,10.0,2.0,1.3187246244508308,21.176609184440522,6.375724983215332,6.3274348892770105,6.270627489089966,0.03107152666364397,ENTRY,2026-07-19T10:11:40.040311+00:00,,,,,,,,,,,,
SLAB-MR_DEEP_VALUE_V1-COPPER_FUT-1784221200000,MR_DEEP_VALUE_V1,Mean Reversion,COPPER_FUT,HG=F,strategy-lab-v1.0.0:MR_DEEP_VALUE_V1,CLOSED,2026-07-16T17:00:00+00:00,1784221200000,6.314262802219391,6.267655512223925,6.375724983215332,FROZEN_MA20,1583.7161539245903,10000.0,73.81271805646699,10.0,2.0,1.3187246244508308,21.176609184440522,6.375724983215332,6.3274348892770105,6.270627489089966,0.03107152666364397,EXIT,2026-07-19T10:11:40.040311+00:00,2026-07-17T00:00:00+00:00,SL,6.26640198112148,-75.79795551285581,9.924202044487144,19.924202044487146,2.0,-95.72215755734295,-1.2968247217791813,9904.277842442658,7.0,
