timestamp,asset,symbol,strategy_version,equity,open_trade,last_evaluated_close_time,missed_run_count
2026-07-22T11:29:02.911464+00:00,BTC,BTCUSDT,strategy-lab-v1.0.0:REPAIR_MR_REGIME_LATE_V1,10000.0,False,1784718000000,0
2026-07-22T11:29:02.911464+00:00,SOL,SOLUSDT,strategy-lab-v1.0.0:REPAIR_MR_REGIME_LATE_V1,10000.0,False,1784718000000,0
2026-07-22T11:29:02.911464+00:00,XRP,XRPUSDT,strategy-lab-v1.0.0:REPAIR_MR_REGIME_LATE_V1,10000.0,False,1784718000000,0
2026-07-22T11:29:02.911464+00:00,DOGE,DOGEUSDT,strategy-lab-v1.0.0:REPAIR_MR_REGIME_LATE_V1,10000.0,False,1784718000000,0
2026-07-22T11:29:02.911464+00:00,BNB,BNBUSDT,strategy-lab-v1.0.0:REPAIR_MR_REGIME_LATE_V1,10000.0,False,1784718000000,0
2026-07-22T11:29:02.911464+00:00,PAXG,PAXGUSDT,strategy-lab-v1.0.0:REPAIR_MR_REGIME_LATE_V1,10000.0,False,1784718000000,0
2026-07-22T13:02:04.910890+00:00,BTC,BTCUSDT,strategy-lab-v1.0.0:REPAIR_MR_REGIME_LATE_V1,10000.0,False,1784725200000,1
2026-07-22T13:02:04.910890+00:00,SOL,SOLUSDT,strategy-lab-v1.0.0:REPAIR_MR_REGIME_LATE_V1,10000.0,False,1784721600000,0
2026-07-22T13:02:04.910890+00:00,XRP,XRPUSDT,strategy-lab-v1.0.0:REPAIR_MR_REGIME_LATE_V1,10000.0,False,1784725200000,1
2026-07-22T13:02:04.910890+00:00,DOGE,DOGEUSDT,strategy-lab-v1.0.0:REPAIR_MR_REGIME_LATE_V1,10000.0,False,1784725200000,1
2026-07-22T13:02:04.910890+00:00,BNB,BNBUSDT,strategy-lab-v1.0.0:REPAIR_MR_REGIME_LATE_V1,10000.0,False,1784721600000,0
2026-07-22T13:02:04.910890+00:00,PAXG,PAXGUSDT,strategy-lab-v1.0.0:REPAIR_MR_REGIME_LATE_V1,10000.0,False,1784725200000,1
2026-07-22T15:10:47.196087+00:00,BTC,BTCUSDT,strategy-lab-v1.0.0:REPAIR_MR_REGIME_LATE_V1,10000.0,False,1784732400000,2
2026-07-22T15:10:47.196087+00:00,SOL,SOLUSDT,strategy-lab-v1.0.0:REPAIR_MR_REGIME_LATE_V1,10000.0,False,1784732400000,2
2026-07-22T15:10:47.196087+00:00,XRP,XRPUSDT,strategy-lab-v1.0.0:REPAIR_MR_REGIME_LATE_V1,10000.0,False,1784732400000,2
2026-07-22T15:10:47.196087+00:00,DOGE,DOGEUSDT,strategy-lab-v1.0.0:REPAIR_MR_REGIME_LATE_V1,10000.0,False,1784732400000,2
2026-07-22T15:10:47.196087+00:00,BNB,BNBUSDT,strategy-lab-v1.0.0:REPAIR_MR_REGIME_LATE_V1,10000.0,False,1784732400000,2
2026-07-22T15:10:47.196087+00:00,PAXG,PAXGUSDT,strategy-lab-v1.0.0:REPAIR_MR_REGIME_LATE_V1,10000.0,False,1784732400000,2
2026-07-22T15:14:08.406569+00:00,BTC,BTCUSDT,strategy-lab-v1.0.0:REPAIR_MR_REGIME_LATE_V1,10000.0,False,1784732400000,2
2026-07-22T15:14:08.406569+00:00,SOL,SOLUSDT,strategy-lab-v1.0.0:REPAIR_MR_REGIME_LATE_V1,10000.0,False,1784732400000,2
2026-07-22T15:14:08.406569+00:00,XRP,XRPUSDT,strategy-lab-v1.0.0:REPAIR_MR_REGIME_LATE_V1,10000.0,False,1784732400000,2
2026-07-22T15:14:08.406569+00:00,DOGE,DOGEUSDT,strategy-lab-v1.0.0:REPAIR_MR_REGIME_LATE_V1,10000.0,False,1784732400000,2
2026-07-22T15:14:08.406569+00:00,BNB,BNBUSDT,strategy-lab-v1.0.0:REPAIR_MR_REGIME_LATE_V1,10000.0,False,1784732400000,2
2026-07-22T15:14:08.406569+00:00,PAXG,PAXGUSDT,strategy-lab-v1.0.0:REPAIR_MR_REGIME_LATE_V1,10000.0,False,1784732400000,2
2026-07-22T16:44:14.253718+00:00,BTC,BTCUSDT,strategy-lab-v1.0.0:REPAIR_MR_REGIME_LATE_V1,10000.0,False,1784736000000,2
2026-07-22T16:44:14.253718+00:00,SOL,SOLUSDT,strategy-lab-v1.0.0:REPAIR_MR_REGIME_LATE_V1,10000.0,False,1784736000000,2
2026-07-22T16:44:14.253718+00:00,XRP,XRPUSDT,strategy-lab-v1.0.0:REPAIR_MR_REGIME_LATE_V1,10000.0,False,1784736000000,2
2026-07-22T16:44:14.253718+00:00,DOGE,DOGEUSDT,strategy-lab-v1.0.0:REPAIR_MR_REGIME_LATE_V1,10000.0,False,1784736000000,2
2026-07-22T16:44:14.253718+00:00,BNB,BNBUSDT,strategy-lab-v1.0.0:REPAIR_MR_REGIME_LATE_V1,10000.0,False,1784736000000,2
2026-07-22T16:44:14.253718+00:00,PAXG,PAXGUSDT,strategy-lab-v1.0.0:REPAIR_MR_REGIME_LATE_V1,10000.0,False,1784736000000,2
